product_name,brand,usage_type,category,ingredients,image_url,product_url
"The Ordinary Hyaluronic Acisd, 0.5 fl oz/15 mL",The Ordinary,Face,Moisturizing Serums,"Ahnfeltiopsis Concinna Extract, Aqua (Water), Caprylyl Glycol, Chlorphenesin, Citric Acid, Ethoxydiglycol, Ethylhexylglycerin, Glycerin, Hexylene Glycol, Hydrolyzed Hyaluronic Acid, P-Anisic Acid, Panthenol, Pentylene Glycol, Phenoxyethanol, Phospholipids, Polysorbate 20, Propanediol, Sodium Citrate, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sphingolipids, Tocopherol, Trisodium Ethylenediamine Disuccinate",https://cdn1.skinsafeproducts.com/photo/1E5356F103B150/large_1751707121.pngpng?1751707121,https://www.skinsafeproducts.com/the-ordinary-hyaluronic-acisd-0-5-fl-oz-15-ml
"Eau Thermale Avene Dermabsolu Intensive Reshaping Night Cream, Bakuchiol + Pro-ceramides, 40 mL",Avene,Face,Nighttime Moisturizers,"Aqua (Water), Ascorbyl Glucoside, Avene Thermal Spring Water (Avene Aqua), Bakuchiol, Beta-Caryophyllene, Caprylic/Capric Triglyceride, Caramel, Citric Acid, Coco-Caprylate/Caprate, Dimethyl Phenethyl Acetate, Glycerin, Glyceryl Linoleate, Glyceryl Linolenate, Glyceryl Oleate, Glyceryl Palmitate, Glyceryl Stearate, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Lauryl Glucoside, Linalool, Niacinamide, Parfum (Fragrance), Pentylene Glycol, Polyglyceryl-2 Dipolyhydroxystearate, Polysorbate 60, Sorbitan Isostearate, Terpineol, Tocopherol, Tocopheryl Glucoside, Zea Mays (Corn) Starch",https://cdn1.skinsafeproducts.com/photo/8FEF4AAA78FD2E/large_1751691243.pngpng?1751691243,https://www.skinsafeproducts.com/eau-thermale-avene-dermabsolu-intensive-reshaping-night-cream-bakuchiol-pro-ceramides-40-ml
"Bio-Therapeutic Hyaluronic Repair Eye Masque, 0.18 oz, 10 Pairs",Bio-Therapeutic,Skin Treatments,Eye Masks & Pads,"Propylene Glycol, 1,2-Hexanediol, Acetyl Hexapeptide-8, Allantoin, Aqua (Water), Avena Sativa (Oat) Bran Extract, Beta-Glucan, Butylene Glycol, Camellia Sinensis (Tea) Leaf Extract, Capryl Glycol, Caprylhydroxamic Acid, Centella Asiatica (Gotu Kola) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Chlorphenesin, Citrus Paradisi (Grapefruit) Peel Oil, Dipotassium Glycyrrhizate, Disodium Edta, Erythritol, Ethyl Menthane Carboxamide, Glycerin, Glycyrrhiza Glabra (Licorice) Root Extract, Hamamelis Virginiana (Witch Hazel) Extract, Hydrolyzed Collagen, Hydroxyacetophenone, Hydroxyethylcellulose, Menthyl Lactate, Methyl Diisopropyl Propionamide, Paeonia Albiflora (Peony) Root Extract, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Peg-40 Hydrogenated Castor Oil, Pelargonium Graveolens (Rose Geranium) Oil, Phenoxyethanol, Ppg-26-Buteth-26, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scutellaria Baicalensis (Skullcap) Root Extract, Sodium Hyaluronate",https://cdn1.skinsafeproducts.com/photo/828EE4BFFCEB87/large_1751690898.pngpng?1751690898,https://www.skinsafeproducts.com/bio-therapeutic-hyaluronic-repair-eye-masque-0-18-oz-10-pairs
"Excuse My Frank Intense Moisturizing Cream, 5.29 oz/150 g",Excuse My Frank,Face,Creams,"1,2-Hexanediol, Butylene Glycol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Chlorphenesin, Clitoria Ternatea (Butterfly Pea) Flower Extract, Garcinia Mangostana Peel Extract, Glycerin, Glyceryl Stearate, Glyceryl Stearate Citrate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Panthenol, Phenyl Trimethicone, Polyglyceryl-3 Distearate, Punica Granatum Extract, Sodium Hyaluronate, Sorbitan Isostearate, Water(Aqua)",https://cdn1.skinsafeproducts.com/photo/7BB8039ACC3FB0/large_1751690873.pngpng?1751690873,https://www.skinsafeproducts.com/excuse-my-frank-intense-moisturizing-cream-5-29-oz-150-g
"Make More Facial Moisturizer Balance Cream, 1.06 oz/30 g",Make More,Face,Creams,"Propylene Glycol, Alpha Isomethyl Ionone, Aqua, Benzyl Salicylate, Biosaccharide Gum-4, Butylene Glycol, Butylphenyl Methylpropional, Carbomer, Ceteareth-20, Cetearyl Alcohol, Cetyl Alcohol, Citronellol, Cyclomethicone, Dimethicone, Dimethiconol, Ethylhexylglycerin, Glycerin, Glyceryl Stearate, Glycine Soja (Soybean) Oil, Glycine Soja (Soybean) Sterols, Glycolipids, Hexyl Cinnamal, Hyaluronic Acid, Hydroxycitronellal, Isopropanolamine, Phenoxyethanol, Phospholipids, Potassium Hydroxide, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Silanetriol",https://cdn1.skinsafeproducts.com/photo/2043487B0156D6/large_1751649514.pngpng?1751649514,https://www.skinsafeproducts.com/make-more-facial-moisturizer-balance-cream-1-06-oz-30-g
"Ahava Deadsea Water Mineral Lotion, Sea-Kissed, 1.3 fl oz/40 mL",phone case,Body,Lotions,"Aloe Barbadensis Leaf Juice², Alpha Isomethyl Ionone, Aqua (Mineral Spring Water), Benzyl Salicylate, Caprylyl Glycol, Ceteareth-30, Cetearyl Alcohol, Cetyl Alcohol, Chlorphenesin, Citric Acid, Citronellol, Dimethicone, Disodium Phosphate, Ethylhexyl Palmitate, Ethylhexylglycerin, Glycerin, Hamamelis Virginiana (Witch Hazel) Leaf Water, Hydroxycitronellal, Limonene, Linalool, Maris Aqua (Dead Sea Water/Osmoter), Parfum (Fragrance), Phenoxyethanol, Potassium Phosphate, Potassium Sorbate, Propanediol (Corn Derived), Sodium Benzoate, Sodium Cetearyl Sulfate, Sodium Citrate",https://cdn1.skinsafeproducts.com/photo/F9B9D383360505/large_1746046488.jpeg?1746046488,https://www.skinsafeproducts.com/ahava-deadsea-water-mineral-lotion-sea-kissed-1-3-fl-oz-40-ml
"XtraCare Daily Moisturizing Body Lotion, Oatmeal, 10 fl oz /295 mL",XtraCare,Body,Lotions,"Propylene Glycol, Avena Sativa (Oat) Kernel Protein, C13-14 Isoparaffin, Cetearyl Alcohol, Disodium Edta, Dmdm Hydantoin, Glycerin, Glyceryl Stearate, Laureth-7, Lodopropynyl Butylcarbamate, Methylparaben, Mineral Oil, Peg-100 Stearate, Petrolatum, Polyacrylamide, Water",https://cdn1.skinsafeproducts.com/photo/EEA6B0FECF9566/large_1751624058.pngpng?1751624058,https://www.skinsafeproducts.com/xtracare-daily-moisturizing-body-lotion-oatmeal-10-fl-oz-295-ml-0
"Dermalogica Intensive Moisture Balance, 5.1 fl oz/150 mL",Dermalogica,Face,Creams,"Aloe Barbadensis Leaf Extract, Aminomethyl Propanol, Butylene Glycol, Carbomer, Centella Asiatica Extract, Ceramide Np, Cetearyl Ethylhexanoate, Cetyl Alcohol, Chlorella Vulgaris Extract, Dimethicone, Echinacea Purpurea Extract, Ethylhexyl Hydroxystearate, Ethylhexylglycerin, Geraniol, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil, Lactic Acid, Linoleic Acid, Linolenic Acid, Myristic Acid, Octyldodecanol, Palmitic Acid, Peg-100 Stearate, Peg-8, Phenoxyethanol, Phytosterols, Potassium Cetyl Phosphate, Propanediol, Rosa Centifolia Flower Extract, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Sodium Hydroxide, Stearic Acid, Tetrasodium Glutamate Diacetate, Tocopherol, Water/Aqua/Eau",https://cdn1.skinsafeproducts.com/photo/B6D7367E3D6061/large_1742580765.jpeg?1742580765,https://www.skinsafeproducts.com/dermalogica-intensive-moisture-balance-5-1-fl-oz-150-ml
"Atrix Professional Repair Creme, Vitamin B5, 100 mL",Atrix,Face,Creams,"Alpha-Isomethyl Ionone, Aqua, Arachidic Acid, Cera Microcristallina, Cetyl Palmitate, Citronellol, Dimethicone, Eugenol, Geraniol, Glycerin, Glyceryl Stearate Se, Hydrogenated Coco-Glycerides, Limonene, Linalool, Methylparaben, Myristic Acid, Myristyl Alcohol, Myristyl Myristate, Oleic Acid, Palmitic Acid, Panthenol, Paraffinum Liquidum, Parfum, Phenoxyethanol, Sodium Carbomer, Stearic Acid",https://cdn1.skinsafeproducts.com/photo/DF629851B29E4F/large_1751614225.pngpng?1751614225,https://www.skinsafeproducts.com/atrix-professional-repair-creme-vitamin-b5-100-ml
"Spa Luxury Everlasting Love Body Lotion, 5.5 oz/156 g",SPA Luxury,Body,Lotions,"Ammonium Polyacrylate, C13-14 Isoparaffin, C13-16 Isoparaffin, Carbomer, Cetearyl Alcohol, Dimethicone, Fragrance, Glyceryl Stearate, Laureth-30, Laureth-7, Methylparaben, Peg-100 Stearate, Petrolatum, Polyacrylamide, Stearic Acid, Water Aqua)",https://cdn1.skinsafeproducts.com/photo/DC736BB7E83BEC/large_1751613369.pngpng?1751613369,https://www.skinsafeproducts.com/spa-luxury-everlasting-love-body-lotion-5-5-oz-156-g
"Nivea Body Lotion, Cocoa Butter, 20 fl oz/591 mL",Nivea,Body,Lotions,"Butyrospermum Parkii (Shea) Butter, C15-19 Alkane, Carbomer, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Dimethicone, Ethylhexylglycerin, Fragrance, Glycerin, Glyceryl Stearate, Glyceryl Stearate Se, Isopropyl Palmitate, Mineral Oil, Phenoxyethanol, Sodium Cetearyl Sulfate, Sodium Hydroxide, Theobroma Cacao (Cocoa) Seed Butter, Tocopheryl Acetate, Trisodium Edta, Water",https://cdn1.skinsafeproducts.com/photo/94A70D827DBE78/large_1751612445.pngpng?1751612445,https://www.skinsafeproducts.com/nivea-body-lotion-cocoa-butter-20-fl-oz-591-ml
"The Scottish Fine Soaps Company Au Lait Hand Lotion, Milk & Honey, 17.5 fl oz/500 mL",The Scottish,Hand,Lotions,"Alpha-Isomethyl Ionone, Aminomethyl Propanol, Aqua (Water), Carbomer, Cetearyl Alcohol, Citronellol, Coumarin, Disodium Edta, Ethylhexylglycerin, Geraniol, Glycerin, Glyceryl Stearate, Lac (Non Fat Dry Milk), Linalool, Mel (Honey), Paraffinum Liquidum (Mineral Oil), Parfum (Fragrance), Peg-20 Stearate, Phenoxyethanol, Prunus Amygdalus Dulcis Oil, Stearic Acid",https://cdn1.skinsafeproducts.com/photo/93388D694569E4/large_1751603610.pngpng?1751603610,https://www.skinsafeproducts.com/the-scottish-fine-soaps-company-au-lait-hand-lotion-milk-honey-17-5-fl-oz-500-ml
"Dionis Goat Milk Body Lotion, Milk & Honey, 8.5 fl oz/250 mL",Dionis,Body,Lotions,"Aqua, C13-14 Isoparaffin, Cetyl Alcohol, Cyclomethicone, Dimethicone, Disodium Edta, Ethylhexyl Palmitate, Fragrance, Glycerin, Goat Milk, Hydrogenated Polyisobutene, Laureth-7, Phenoxyethanol, Polyacrylamide, Steareth-2, Steareth-20, Stearyl Alcohol",https://cdn1.skinsafeproducts.com/photo/3259D7F39FD267/large_1751576113.jpeg?1751576113,https://www.skinsafeproducts.com/dionis-goat-milk-body-lotion-milk-honey-8-5-fl-oz-250-ml
"The Scottish Fine Soaps Company Au Lait Body Scrub, 17.5 fl oz/500 mL",The Scottish Fine Soaps Company,"Exfoliators, Polishes, & Scrubs",Scrubs,"Alpha-Isomethyl Ionone, Aminomethyl Propanol, Aqua (Water), Butyrospermum Parkii (Shea Butter), Carbomer, Cetearyl Alcohol, Coumarin, Dimethicone, Disodium Edta, Ethylhexylglycerin, Glycerin, Glyceryl Stearate, Hydrogenated Castor Oil, Parfum (Fragrance), Peg-20 Stearate, Phenoxyethanol",https://cdn1.skinsafeproducts.com/photo/50DEF000A5A3DA/large_1751553222.jpeg?1751553222,https://www.skinsafeproducts.com/the-scottish-fine-soaps-company-au-lait-body-scrub-17-5-fl-oz-500-ml
"Earth Therapeutics Purifying Foot Soak, Tea Tree, 1.76 oz/50 g",Earth Therapeutics,Skin Treatments,Foot Mask,"Anthemis Nobilis Flower Extract (Chamomile), Butylene Glycol, Dead Sea Salt, Dimethyl Sulfone, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Limonene, Magnesium Sulfate (Epsom Salt), Melaleuca Alternifolia (Tea Tree) Leaf Oil, Mentha Arvensis (Wild Mint) Leaf Oil, Sodium Bicarbonate, Water (Aqua)",https://cdn1.skinsafeproducts.com/photo/8536D2C75E4635/large_1738857553.jpeg?1738857553,https://www.skinsafeproducts.com/earth-therapeutics-purifying-foot-soak-tea-tree-1-76-oz-50-g
"Indeed Bakuchiol Reface Pads, 30 Pads",Indeed Laboratories,Skin Care,Skin Treatments,"Allantoin, Aqua (Water/Eau), Bakuchiol, Caprylyl/Capryl Glucoside, Citric Acid, Disodium Edta, Ethylhexylglycerin, Glyceryl Caprylate, Heptanol, Heptyl Glucoside, Hydroxyacetophenone, Niacinamide, Phenoxyethanol, Polyglyceryl-6 Oleate, Sodium Benzoate, Sodium Cocoyl Glutamate, Sodium Hydroxide, Sodium Surfactin",https://cdn1.skinsafeproducts.com/photo/EF5D474AD3BB48/large_1751538553.pngpng?1751538553,https://www.skinsafeproducts.com/indeed-bakuchiol-reface-pads-30-pads
"Love Beauty & Planet Beloved Body Cream, Green Clay + Eucalyptus, 10 oz",Love Beauty & Planet,Body,Creams,"Alpha-Isomethyl Ionone, Bentonite, Benzoic Acid, Benzyl Alcohol, Caprylic/Capric Glycerides, Carbomer, Cetyl Alcohol, Chlorphenesin, Citral, Citronellol, Coumarin, Dimethicone, Disodium Edta, Ethylhexylglycerin, Eucalyptus Globulus Leaf Oil, Fragrance (Parfum), Glycerin, Glyceryl Stearate, Glyceryl Stearate Se, Helianthus Annuus (Sunflower) Seed Oil, Hexyl Cinnamal, Isohexadecane, Isopropyl Palmitate, Limonene, Linalool, Persea Gratissima (Avocado) Oil, Phenoxyethanol, Polysorbate 80, Salvia Sclarea (Clary) Oil, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Stearic Acid, Tocopheryl Acetate, Water (Aqua), Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/32B2097113C351/large_1751532725.pngpng?1751532725,https://www.skinsafeproducts.com/love-beauty-planet-beloved-body-cream-green-clay-eucalyptus
"Estee Lauder Nutritious Booster Drops Serum, 1.2 fl oz",Estee Lauder,Skin Treatments,Serums,"Alcohol Denat, Butylene Glycol, Caffeine, Camellia Sinensis (Green Tea) Leaf Extract, Caprylyl Glycol, Castanea Sativa (Chestnut) Seed Extract, Dipotassium Glycyrrhizate, Ethylhexylglycerin, Glycereth-26, Glycerin, Glyceryl Acrylate/Acrylic Acid Copolymer, Glycine Soja (Soybean) Seed Extract, Hexylene Glycol, Hydrolyzed Rice Extract, Lactobacillus Ferment, Laminaria Saccharina Extract, Niacinamide, Phenoxyethanol, Polysorbate 20, Porphyridium Cruentum Extract, Punica Granatum (Pomegranate) Extract, Sodium Benzoate, Sodium Hyaluronate, Sodium Hydroxide, Sucrose, Water\Aqua\Eau, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/45141B8E166834/large_1751526494.pngpng?1751526494,https://www.skinsafeproducts.com/estee-lauder-nutritious-booster-drops-serum-1-2-fl-oz
"COSRX Cica Calming True Sheet Mask, 0.71 fl oz/21 mL",COSRX,Skin Treatments,Facial Masks,"1.2-Hexanediol, Alcohol, Asiatic Acid, Asiaticoside, Betaine, Butylene Glycol, Caprylic/Capric Triglyceride, Centella Asiatica (Gotu Kola) Leaf Extract, Centella Asiatica Extract, Centella Asiatica Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Cholesterol, Diethylhexyl Sodium Sulfosuccinate, Dipropylene Glycol, Disodium Edta, Ethylhexylglycerin, Eucalyptus Globulus Leaf Oil, Glycerin, Glyceryl Caprylate, Hydrogenated Phosphatidylcholine, Madecassic Acid, Madecassoside, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Paeonia Suffruticosa Root Extract, Panthenol, Pantolactone, Polyglyceryl-10 Laurate, Sucrose Stearate, Water, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/6A2BAA9DACBBC7/large_1751468594.jpeg?1751468594,https://www.skinsafeproducts.com/cosrx-cica-calming-true-sheet-mask-0-71-fl-oz-21-ml
"Medik8 Advanced Night Rejuvenating Eye Cream, 0.5 fl oz/15 mL",Medik8,"Eye Cream, Gel, Oils, & Serum",Creams,"Propylene Glycol, Amelanchier Alnifolia (Saskatoon) Fruit Extract, Aqua (Water), Arginine, Ascorbic Acid, Benzyl Alcohol, Butylene Glycol, C12-16 Alcohols, Caffeine, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Caprylic/Capric Triglyceride, Carbomer, Cera Microcristallina, Cetearyl Alcohol, Cetearyl Olivate, Dehydroacetic Acid, Dimethicone, Ethylhexylglycerin, Ferric Hexapeptide-35, Glucosyl Hesperidin, Glycerin, Glyceryl Stearate, Hydrogenated Lecithin, Hylocereus Undatus (Dragon Fruit) Fruit Extract, Niacinamide, Nylon-12, Palmitic Acid, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Phenoxyethanol, Pogostemon Cablin (Patchouli) Leaf Oil, Polysorbate 20, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Hyaluronate, Sodium Stearoyl Lactylate, Sorbitan Olivate, Sorbitol, Squalane, Stearic Acid, Tocopherol, Tremella Fuciformis (Snow Mushroom) Extract",https://cdn1.skinsafeproducts.com/photo/129FB07947B83C/large_1751515247.pngpng?1751515247,https://www.skinsafeproducts.com/medik8-advanced-night-rejuvenating-eye-cream-0-5-fl-oz-15-ml
