product_name,brand,usage_type,category,ingredients,image_url,product_url
"Crate 61 Organic Lip Balm, Peppermint Lemongrass, 4 g",Crate 61,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Cera Alba (Beeswax), Cocos Nucifera (Coconut) Oil, Cymbopogon Schoenanthus (Lemongrass) Oil, Gratissima (Avocado) Oil, Mentha Piperita (Peppermint) Leaf Oil, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Oil, Theobroma Cacao (Cocoa) Butter, Tocopherols (Vitamin E), Vitis Vinifera (Grape) Seed Oil",https://cdn1.skinsafeproducts.com/photo/449063C2931976/large_1636528207.png?1636528207,https://www.skinsafeproducts.com/crate-61-organic-lip-balm-peppermint-lemongrass-4-g
"Crate 61 Organic Lip Balm, Vanilla Bean, 4.3 g",Crate 61,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Cera Alba (Beeswax), Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Organic Flavors, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Oil, Theobroma Cacao (Cocoa) Butter, Tocopherols (Vitamin E), Vanilla Planifolia (Vanilla) Oil, Vitis Vinifera (Grape) Seed Oil",https://cdn1.skinsafeproducts.com/photo/C7CACF1DC1DBB3/large_1636527505.png?1636527505,https://www.skinsafeproducts.com/crate-61-organic-lip-balm-vanilla-bean-4-3-g
"Crate 61 Organic Lip Balm, Coconut, 4 g",Crate 61,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Cera Alba (Beeswax), Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Organic Flavours, Persea Gratissima (Avocado ) Oil, Simmondsia Chinensis (Jojoba) Oil, Theobroma Cacao (Cocoa) Butter, Tocopherols (Vitamin E), Vitis Vinifera (Grape) Seed Oil",https://cdn1.skinsafeproducts.com/photo/5C01730C8D9971/large_1636526660.png?1636526660,https://www.skinsafeproducts.com/crate-61-organic-lip-balm-coconut-4-g
"Perfectly Posh The Healer Shea Skin Stick, 0.5 oz/14 g",Perfectly Posh,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Butyrospermum Parkii (Shea) Butter, Cera Alba (Beeswax), Citrus Paradisi (Pink Grapefruit) Oil, Citrus Sinensis (Orange) Oil, Tocopherol, Tocopheryl Acetate, Vanilla Planifolia (Vanilla) Oil",https://cdn1.skinsafeproducts.com/photo/24FFDC30DAEAEE/large_1636519702.pngpng?1636519702,https://www.skinsafeproducts.com/perfectly-posh-the-healer-shea-skin-stick-0-5-oz-14-g
"CeraVe Hydrating Cream-To-Foam Cleanser, Normal To Dry Skin, 355 mL",CeraVe,Facial Cleansers,Facial Washes,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Alanine, Aqua/Water/Eau, Arginine, Aspartic Acid, Behentrimonium Methosulfate, Benzoic Acid, Caprylyl Glycol, Carbomer, Ceramide Ap, Ceramide Eop, Ceramide Np, Cetearyl Alcohol, Chlorphenesin, Cholesterol, Ci 77891/ Titanium Dioxide, Citric Acid, Coco-Betaine, Coco-Glucoside, Coconut Acid, Disodium Edta, Ethylhexylglycerin, Glycerin, Glyceryl Oleate, Glyceryl Stearate, Glycine, Glycol Distearate, Histidine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyethyl Urea, Isoleucine, Pca, Peg 6 Caprylic/Capric Glycerides, Peg-100 Stearate, Peg-150 Pentaerythrityl Tetrastearate, Peg-30 Dipolyhydroxystearate, Phenoxyethanol, Phenylalanine, Phytosphingosine, Polyquaternium-39, Polyquaternium-53, Polysorbate 60, Ppg-5-Ceteth-20, Proline, Salicylic Acid, Serine, Sodium Benzoate, Sodium Chloride, Sodium Cocoyl Isethionate, Sodium Hyaluronate, Sodium Hydroxide, Sodium Lactate, Sodium Lauroyl Lactylate, Sodium Methyl Cocoyl Taurate, Sodium Pca, Sorbitan Isostearate, Threonine, Trideceth-6, Valine, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/6A473488C20CBC/large_1636452562.pngpng?1636452562,https://www.skinsafeproducts.com/cerave-hydrating-cream-to-foam-cleanser-normal-to-dry-skin-355-ml
"Neutrogena Hydro Boost Cleanser, Water Gel, 200 mL",Neutrogena,Facial Cleansers,Facial Gels,"Aqua, Citric Acid, Cocamidopropyl Hydroxysultaine, Disodium Edta, Ethyhexylglycerin, Glycerin, Hydrolyzed Hyaluronic Acid, Hydroxyacetophenone, Linoleamidopropyl Pg-Dimonium Chloride Phosphate, Parfum, Phenoxyethanol, Polyquaternium-10, Polysorbate 20, Potassium Acrylates Copolymer, Propylene Glycol, Sodium C14-16 Olefin Sulfonate, Sodium Chloride, Sodium Cocoyl Isethionate, Sodium Hydrolyzed Potato Starch Dodecenylsuccinate, Sodium Hydroxide, Sodium Isethionate, Sodium Lauryl Sulfate, Sodium Methyl Cocoyl Taurate, Tocopheryl Acetate",https://cdn1.skinsafeproducts.com/photo/5A803B3136D360/large_1636437533.pngpng?1636437533,https://www.skinsafeproducts.com/neutrogena-hydro-boost-cleanser-water-gel-200-ml
"Olehenriksen Sheer Transformation Perfecting Moisturizer, 0.5 fl oz/15 mL",OleHenriksen,Face,Lotions,"Acer Saccharum (Sugar Maple) Extract, Aqua/Water/Eau, Ascorbyl Palmitate, Berberis Vulgaris Bark Extract, Calcium Ascorbate, Caprylic/Capric Triglyceride, Caprylyl Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Citric Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Cyclopentasiloxane, Dimethicone, Dimethiconol, Ethylhexylglycerin, Glycerin, Glycyrrhiza Glabra (Licorice) Root Extract, Helianthus Annuus (Sunflower) Seed Extract, Hexylene Glycol, Hydrogenated Coco-Glycerides, Octyldodecanol, P-Anisic Acid, Phenoxyethanol, Pisum Sativum (Pea) Extract, Polysorbate 20, Potassium Sorbate, Saccharum Officinarum (Sugar Cane) Extract, Santalum Album (Sandalwood) Wood Extract, Sodium Benzoate, Sorbic Acid, Sorbitol, Steareth-2, Steareth-20, Stearyl Alcohol, Sucrose Dilaurate, Superoxide Dismutase, Tocopheryl Acetate, Tribehenin, Vaccinium Myrtillus Fruit/Leaf Extract, Xanthan Gum",https://cdn1.skinsafeproducts.com/photo/E9013270B72EAE/large_1636434365.pngpng?1636434365,https://www.skinsafeproducts.com/olehenriksen-sheer-transformation-perfecting-moisturizer-0-5-fl-oz-15-ml
"Walgreen Advanced Therapy Lotion, Vitamin E & B5, 24 fl oz/709 ml",Walgreens,Body,Lotions,"Caprylic/Capric Triglyceride, Caprylyl Glycol, Carbomer, Ceteareth-20, Cetearyl Alcohol, Cetyl Alcohol, Citric Acid, Dimethicone, Ethylhexylglycerin, Fragrance, Glycerin, Lecithin, Mineral Oil, Panthenol, Phenoxyethanol, Polysorbate 60, Retinyl Palmitate, Sodium Citrate, Sodium Hydroxide, Sorbitol, Stearic Acid, Titanium Dioxide, Tocopherol, Tocopheryl Acetate, Water",https://cdn1.skinsafeproducts.com/photo/160C529D99E5C4/large_1622022046.pngpng?1622022046,https://www.skinsafeproducts.com/walgreen-advanced-therapy-lotion-vitamin-e-b5-24-fl-oz-709-ml
"Danielle Creations Exfoliate & Peel Foot Mask, Mint, 0.56 oz/10 g, 2 Count",Danielle Creations,Skin Treatments,Foot Mask,"Alcohol, Aqua/Water/Eau, Fragrance/Parfum, Glycerin, Hydrolyzed Collagen, Lactic Acid, Lavandula Angustifolia (Lavender) Extract, Mandelic Acid, Melaleuca Alternifolia Leaf (Tea Tree) Extract, Mentha Piperita (Peppermint) Oil, Milk Extract, Peg-7 Hydrogenated Castor Oil, Triethanolamine",https://cdn1.skinsafeproducts.com/photo/C3DF0A84D75E1A/large_1636364439.jpeg?1636364439,https://www.skinsafeproducts.com/danielle-creations-exfoliate-peel-foot-mask-mint-0-56-oz-10-g-2-count
"Johnson's Anti-Bacterial Hand Wash, Almond Blossom, 300 mL",Johnson's,Cleansers,Liquid or Cream Hand Soaps,"Aloe Barbadensis Leaf Juice, Aqua, Citric Acid, Cocamidopropyl Betaine (Coconut Derived), Formic Acid, Glycerin, Glycol Distearate, Laureth-4, Parfum, Polyquaternium-7, Potassium Sorbate, Sodium Benzoate, Sodium Chloride, Sodium Hydroxide, Sodium Laureth Sulfate, Sodium Sulfite",https://cdn1.skinsafeproducts.com/photo/8894C9D2475F11/large_1636370899.pngpng?1636370899,https://www.skinsafeproducts.com/johnson-s-anti-bacterial-hand-wash-almond-blossom-300-ml
"Uriage Eau Thermale Bariederm-Cica Daily Serum, 1 fl oz/30 mL",Uriage Eau Thermale,Skin Treatments,Serums,"1,2-Hexanediol, Aqua (Water, Eau), Centella Asiatica Leaf Extract, Citric Acid, Diglycerin, Glutamylamidoethyl Indole, Glycerin, Panthenol, Propanediol, Sodium Hyaluronate, Sodium Polyacryloyldimethyl Taurate, Xanthan Gum, Zinc Gluconate",https://cdn1.skinsafeproducts.com/photo/2225AA12A85B1A/large_1636369801.pngpng?1636369801,https://www.skinsafeproducts.com/uriage-eau-thermale-bariederm-cica-daily-serum-1-fl-oz-30-ml
"Global Beauty Care Collagen Spa Treatment Mask, Anti-Aging Serum, 1 Count",Global Beauty Care,Skin Treatments,Facial Masks,"Allantoin, Aqua (Water), Beta-Glucan, Betaine, Collagen, Dipotassium Glycyrrhizate, Glycerin, Glycoproteins, Hyaluronic Acid, Hydroxyethyl Cellulose, Parfum, Phenoxyethanol, Sodium Pca",https://cdn1.skinsafeproducts.com/photo/95100B41B21C23/large_1636354402.pngpng?1636354402,https://www.skinsafeproducts.com/global-beauty-care-collagen-spa-treatment-mask-anti-aging-serum-1-count
"Health Works Usa Nutra Gel, Stabilized Aloe, Unscented, 8.5 fl oz/250 mL",Health Works,Body,Gels,"Amino Propanol (Preservatives), Carbomer, Coconut Oil, Msm, Phenoxyethanol, Potassium Sorbate, Purified Water, Shea Butter, Stabilized Aloe Concentrate",https://cdn1.skinsafeproducts.com/photo/7C0389B0486B21/large_1636096642.pngpng?1636096642,https://www.skinsafeproducts.com/health-works-usa-nutra-gel-stabilized-aloe-unscented-8-5-fl-oz-250-ml
"Plaine Products Beauty Oil, 2.5 oz/74 ml",Plaine Products,Body,Oils,"Bht, Camellia Sinensis (Camellia) Leaf Oil, Camellia Sinensis Leaf Extract (Green Tea), Cannabis Sativa (Hemp) Seed Oil, Clary Sage Essential Oil, Flax Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Oryza Sativa (Rice) Bran Oil, Rosa Canina Seed Oil (Rosehips), Rubus Idaeus (Raspberry) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Squalane, Tocopheryl Acetate (Vitamin E), Vaccinium Macrocarpon (Cranberry) Seed Oil, Vitis Vinifera (Grape) Seed Oil",https://cdn1.skinsafeproducts.com/photo/B3D09D3F86BB96/large_1636080689.pngpng?1636080689,https://www.skinsafeproducts.com/plaine-products-beauty-oil-2-5-oz-74-ml
"Burt's Bees Unscented Rescue Balm, 0.15 oz/4.25 g",Burt's Bees,Lip Care,"Lip Balms, Gels, Moisturizers & Oils","Beeswax, Bixa Orellana Seed Extract, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Copernicia Cerifera (Carnauba) Wax, Crambe Abyssinica Seed Oil, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Hydrogenated Castor Oil, Lauryl Laurate, Mango Butter Dimer Dilinoleyl Esters/Dimer Dilinoleate Copolymer, Polyglyceryl-10 Diisostearate, Rebaudioside A, Ricinus Communis (Castor) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tetrahydrodiferuloylmethane (Curcumin), Theobroma Cacao (Cocoa) Seed Butter, Theobroma Grandiflorum Seed Butter, Tocopherol, Vegetable Oil",https://cdn1.skinsafeproducts.com/photo/EC6E62C9BFCAC4/large_1682709910.pngpng?1682709910,https://www.skinsafeproducts.com/burt-s-bees-rescue-balm-with-turmeric-unscented-0-15-oz-4-25-g
